Booking_Date,Business Unit,Product Family,PLID,Fiscal Quarter,Fiscal Month,Booked_Qty,month,Year,Quater,Fiscal_Date
01-04-2018,CSA,UCSSSD,UCS-M2-240GB,Q3 FY2008,APR FY2008,1277,4,2008,3,2008-04-01
01-02-2018,CSA,UCSSSD,UCS-M2-240GB,Q3 FY2008,FEB FY2008,517,2,2008,3,2008-02-01
01-03-2018,CSA,UCSSSD,UCS-M2-240GB,Q3 FY2008,MAR FY2008,603,3,2008,3,2008-03-01
01-04-2019,CSA,UCSSSD,UCS-M2-240GB,Q3 FY2007,APR FY2007,1507,4,2007,3,2007-04-01
01-02-2019,CSA,UCSSSD,UCS-M2-240GB,Q3 FY2007,FEB FY2007,1111,2,2007,3,2007-02-01
01-03-2019,CSA,UCSSSD,UCS-M2-240GB,Q3 FY2007,MAR FY2007,4541,3,2007,3,2007-03-01
01-04-2020,CSA,UCSSSD,UCS-M2-240GB,Q3 FY2011,APR FY2011,6867,4,2011,3,2011-04-01
01-02-2020,CSA,UCSSSD,UCS-M2-240GB,Q3 FY2011,FEB FY2011,2030,2,2011,3,2011-02-01
01-03-2020,CSA,UCSSSD,UCS-M2-240GB,Q3 FY2011,MAR FY2011,2100,3,2011,3,2011-03-01
01-04-2021,CSA,UCSSSD,UCS-M2-240GB,Q3 FY2012,APR FY2012,4936,4,2012,3,2012-04-01
01-02-2021,CSA,UCSSSD,UCS-M2-240GB,Q3 FY2012,FEB FY2012,3350,2,2012,3,2012-02-01
01-03-2021,CSA,UCSSSD,UCS-M2-240GB,Q3 FY2012,MAR FY2012,2851,3,2012,3,2012-03-01
01-07-2017,CSA,UCSSSD,UCS-M2-240GB,Q4 FY2002,JUL FY2002,475,7,2002,4,2002-07-01
01-07-2018,CSA,UCSSSD,UCS-M2-240GB,Q4 FY2008,JUL FY2008,2786,7,2008,4,2008-07-01
01-06-2018,CSA,UCSSSD,UCS-M2-240GB,Q4 FY2008,JUN FY2008,424,6,2008,4,2008-06-01
01-05-2018,CSA,UCSSSD,UCS-M2-240GB,Q4 FY2008,MAY FY2008,472,5,2008,4,2008-05-01
01-07-2019,CSA,UCSSSD,UCS-M2-240GB,Q4 FY2007,JUL FY2007,4048,7,2007,4,2007-07-01
01-06-2019,CSA,UCSSSD,UCS-M2-240GB,Q4 FY2007,JUN FY2007,1436,6,2007,4,2007-06-01
01-05-2019,CSA,UCSSSD,UCS-M2-240GB,Q4 FY2007,MAY FY2007,1374,5,2007,4,2007-05-01
01-07-2020,CSA,UCSSSD,UCS-M2-240GB,Q4 FY2011,JUL FY2011,6599,7,2011,4,2011-07-01
01-06-2020,CSA,UCSSSD,UCS-M2-240GB,Q4 FY2011,JUN FY2011,2418,6,2011,4,2011-06-01
01-05-2020,CSA,UCSSSD,UCS-M2-240GB,Q4 FY2011,MAY FY2011,1612,5,2011,4,2011-05-01
01-07-2021,CSA,UCSSSD,UCS-M2-240GB,Q4 FY2012,JUL FY2012,10549,7,2012,4,2012-07-01
01-06-2021,CSA,UCSSSD,UCS-M2-240GB,Q4 FY2012,JUN FY2012,4791,6,2012,4,2012-06-01
01-05-2021,CSA,UCSSSD,UCS-M2-240GB,Q4 FY2012,MAY FY2012,4321,5,2012,4,2012-05-01
