Booking_Date,Business Unit,Product Family,PLID,Fiscal Quarter,Fiscal Month,Booked_Qty,month,Year,Quater,Fiscal_Date
01-09-2020,UCEBU,PHONVOC,CP-8811-K9,Q1 FY2011,SEP FY2011,18088,9,2011,1,2011-09-01
01-08-2021,UCEBU,PHONVOC,CP-8811-K9,Q1 FY2012,AUG FY2012,12532,8,2012,1,2012-08-01
01-10-2021,UCEBU,PHONVOC,CP-8811-K9,Q1 FY2012,OCT FY2012,51039,10,2012,1,2012-10-01
01-09-2021,UCEBU,PHONVOC,CP-8811-K9,Q1 FY2012,SEP FY2012,34906,9,2012,1,2012-09-01
01-08-2022,UCEBU,PHONVOC,CP-8811-K9,Q1 FY2022,AUG FY2022,18996,8,2022,1,2022-08-01
01-10-2022,UCEBU,PHONVOC,CP-8811-K9,Q1 FY2022,OCT FY2022,44718,10,2022,1,2022-10-01
01-09-2022,UCEBU,PHONVOC,CP-8811-K9,Q1 FY2022,SEP FY2022,17486,9,2022,1,2022-09-01
01-12-2015,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2015,DEC FY2015,7584,12,2015,2,2015-12-01
01-01-2015,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2015,JAN FY2015,5419,1,2015,2,2015-01-01
01-11-2015,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2015,NOV FY2015,8963,11,2015,2,2015-11-01
01-12-2016,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2022,DEC FY2022,24529,12,2022,2,2022-12-01
01-01-2016,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2022,JAN FY2022,27945,1,2022,2,2022-01-01
01-11-2016,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2022,NOV FY2022,29467,11,2022,2,2022-11-01
01-12-2017,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2002,DEC FY2002,36464,12,2002,2,2002-12-01
01-01-2017,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2002,JAN FY2002,27288,1,2002,2,2002-01-01
01-11-2017,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2002,NOV FY2002,33739,11,2002,2,2002-11-01
01-12-2018,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2008,DEC FY2008,39534,12,2008,2,2008-12-01
01-01-2018,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2008,JAN FY2008,37155,1,2008,2,2008-01-01
01-11-2018,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2008,NOV FY2008,28260,11,2008,2,2008-11-01
01-12-2019,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2007,DEC FY2007,48976,12,2007,2,2007-12-01
01-01-2019,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2007,JAN FY2007,43702,1,2007,2,2007-01-01
01-11-2019,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2007,NOV FY2007,16652,11,2007,2,2007-11-01
01-12-2020,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2011,DEC FY2011,24264,12,2011,2,2011-12-01
01-01-2020,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2011,JAN FY2011,43725,1,2011,2,2011-01-01
01-11-2020,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2011,NOV FY2011,15584,11,2011,2,2011-11-01
01-12-2021,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2012,DEC FY2012,18047,12,2012,2,2012-12-01
01-01-2021,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2012,JAN FY2012,49551,1,2012,2,2012-01-01
01-11-2021,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2012,NOV FY2012,2536,11,2012,2,2012-11-01
01-12-2022,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2022,DEC FY2022,23406,12,2022,2,2022-12-01
01-01-2022,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2022,JAN FY2022,33713,1,2022,2,2022-01-01
01-11-2022,UCEBU,PHONVOC,CP-8811-K9,Q2 FY2022,NOV FY2022,23846,11,2022,2,2022-11-01
01-03-2014,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2014,MAR FY2014,0,3,2014,3,2014-03-01
01-04-2015,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2015,APR FY2015,16291,4,2015,3,2015-04-01
01-02-2015,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2015,FEB FY2015,5223,2,2015,3,2015-02-01
01-03-2015,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2015,MAR FY2015,12386,3,2015,3,2015-03-01
01-04-2016,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2022,APR FY2022,43362,4,2022,3,2022-04-01
01-02-2016,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2022,FEB FY2022,18853,2,2022,3,2022-02-01
01-03-2016,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2022,MAR FY2022,23682,3,2022,3,2022-03-01
01-04-2017,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2002,APR FY2002,26346,4,2002,3,2002-04-01
01-02-2017,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2002,FEB FY2002,35211,2,2002,3,2002-02-01
01-03-2017,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2002,MAR FY2002,31907,3,2002,3,2002-03-01
01-04-2018,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2008,APR FY2008,64644,4,2008,3,2008-04-01
01-02-2018,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2008,FEB FY2008,21740,2,2008,3,2008-02-01
01-03-2018,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2008,MAR FY2008,43060,3,2008,3,2008-03-01
01-04-2019,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2007,APR FY2007,79228,4,2007,3,2007-04-01
01-02-2019,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2007,FEB FY2007,17201,2,2007,3,2007-02-01
01-03-2019,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2007,MAR FY2007,34591,3,2007,3,2007-03-01
01-04-2020,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2011,APR FY2011,44250,4,2011,3,2011-04-01
01-02-2020,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2011,FEB FY2011,14305,2,2011,3,2011-02-01
01-03-2020,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2011,MAR FY2011,20072,3,2011,3,2011-03-01
01-04-2021,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2012,APR FY2012,18595,4,2012,3,2012-04-01
01-02-2021,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2012,FEB FY2012,11720,2,2012,3,2012-02-01
01-03-2021,UCEBU,PHONVOC,CP-8811-K9,Q3 FY2012,MAR FY2012,17555,3,2012,3,2012-03-01
01-07-2015,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2015,JUL FY2015,62543,7,2015,4,2015-07-01
01-06-2015,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2015,JUN FY2015,27673,6,2015,4,2015-06-01
01-05-2015,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2015,MAY FY2015,13550,5,2015,4,2015-05-01
01-07-2016,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2022,JUL FY2022,64650,7,2022,4,2022-07-01
01-06-2016,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2022,JUN FY2022,50289,6,2022,4,2022-06-01
01-05-2016,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2022,MAY FY2022,34417,5,2022,4,2022-05-01
01-07-2017,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2002,JUL FY2002,56355,7,2002,4,2002-07-01
01-06-2017,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2002,JUN FY2002,27110,6,2002,4,2002-06-01
01-05-2017,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2002,MAY FY2002,23264,5,2002,4,2002-05-01
01-07-2018,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2008,JUL FY2008,46815,7,2008,4,2008-07-01
01-06-2018,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2008,JUN FY2008,54721,6,2008,4,2008-06-01
01-05-2018,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2008,MAY FY2008,37461,5,2008,4,2008-05-01
01-07-2019,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2007,JUL FY2007,64245,7,2007,4,2007-07-01
01-06-2019,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2007,JUN FY2007,21311,6,2007,4,2007-06-01
01-05-2019,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2007,MAY FY2007,35810,5,2007,4,2007-05-01
01-07-2020,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2011,JUL FY2011,59730,7,2011,4,2011-07-01
01-06-2020,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2011,JUN FY2011,14024,6,2011,4,2011-06-01
01-05-2020,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2011,MAY FY2011,6573,5,2011,4,2011-05-01
01-07-2021,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2012,JUL FY2012,36332,7,2012,4,2012-07-01
01-06-2021,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2012,JUN FY2012,21846,6,2012,4,2012-06-01
01-05-2021,UCEBU,PHONVOC,CP-8811-K9,Q4 FY2012,MAY FY2012,16355,5,2012,4,2012-05-01
