Booking_Date,Business Unit,Product Family,PLID,Fiscal Quarter,Fiscal Month,Booked_Qty,month,Year,Quater,Fiscal_Date
01-12-2020,IOTBU,IE4000,IE-4010-16S12P,Q2 FY2011,DEC FY2011,1100,12,2011,2,2011-12-01
01-01-2020,IOTBU,IE4000,IE-4010-16S12P,Q2 FY2011,JAN FY2011,997,1,2011,2,2011-01-01
01-11-2020,IOTBU,IE4000,IE-4010-16S12P,Q2 FY2011,NOV FY2011,414,11,2011,2,2011-11-01
01-12-2021,IOTBU,IE4000,IE-4010-16S12P,Q2 FY2012,DEC FY2012,987,12,2012,2,2012-12-01
01-01-2021,IOTBU,IE4000,IE-4010-16S12P,Q2 FY2012,JAN FY2012,787,1,2012,2,2012-01-01
01-11-2021,IOTBU,IE4000,IE-4010-16S12P,Q2 FY2012,NOV FY2012,1181,11,2012,2,2012-11-01
01-12-2022,IOTBU,IE4000,IE-4010-16S12P,Q2 FY2022,DEC FY2022,695,12,2022,2,2022-12-01
01-01-2022,IOTBU,IE4000,IE-4010-16S12P,Q2 FY2022,JAN FY2022,1545,1,2022,2,2022-01-01
01-11-2022,IOTBU,IE4000,IE-4010-16S12P,Q2 FY2022,NOV FY2022,731,11,2022,2,2022-11-01
01-04-2017,IOTBU,IE4000,IE-4010-16S12P,Q3 FY2002,APR FY2002,92,4,2002,3,2002-04-01
01-02-2017,IOTBU,IE4000,IE-4010-16S12P,Q3 FY2002,FEB FY2002,89,2,2002,3,2002-02-01
01-03-2017,IOTBU,IE4000,IE-4010-16S12P,Q3 FY2002,MAR FY2002,101,3,2002,3,2002-03-01
01-04-2018,IOTBU,IE4000,IE-4010-16S12P,Q3 FY2008,APR FY2008,296,4,2008,3,2008-04-01
01-02-2018,IOTBU,IE4000,IE-4010-16S12P,Q3 FY2008,FEB FY2008,136,2,2008,3,2008-02-01
01-03-2018,IOTBU,IE4000,IE-4010-16S12P,Q3 FY2008,MAR FY2008,187,3,2008,3,2008-03-01
01-04-2019,IOTBU,IE4000,IE-4010-16S12P,Q3 FY2007,APR FY2007,576,4,2007,3,2007-04-01
01-02-2019,IOTBU,IE4000,IE-4010-16S12P,Q3 FY2007,FEB FY2007,180,2,2007,3,2007-02-01
01-03-2019,IOTBU,IE4000,IE-4010-16S12P,Q3 FY2007,MAR FY2007,461,3,2007,3,2007-03-01
01-04-2020,IOTBU,IE4000,IE-4010-16S12P,Q3 FY2011,APR FY2011,806,4,2011,3,2011-04-01
01-02-2020,IOTBU,IE4000,IE-4010-16S12P,Q3 FY2011,FEB FY2011,444,2,2011,3,2011-02-01
01-03-2020,IOTBU,IE4000,IE-4010-16S12P,Q3 FY2011,MAR FY2011,606,3,2011,3,2011-03-01
01-04-2021,IOTBU,IE4000,IE-4010-16S12P,Q3 FY2012,APR FY2012,1772,4,2012,3,2012-04-01
01-02-2021,IOTBU,IE4000,IE-4010-16S12P,Q3 FY2012,FEB FY2012,1290,2,2012,3,2012-02-01
01-03-2021,IOTBU,IE4000,IE-4010-16S12P,Q3 FY2012,MAR FY2012,1594,3,2012,3,2012-03-01
01-07-2017,IOTBU,IE4000,IE-4010-16S12P,Q4 FY2002,JUL FY2002,202,7,2002,4,2002-07-01
01-06-2017,IOTBU,IE4000,IE-4010-16S12P,Q4 FY2002,JUN FY2002,67,6,2002,4,2002-06-01
01-05-2017,IOTBU,IE4000,IE-4010-16S12P,Q4 FY2002,MAY FY2002,76,5,2002,4,2002-05-01
01-07-2018,IOTBU,IE4000,IE-4010-16S12P,Q4 FY2008,JUL FY2008,339,7,2008,4,2008-07-01
01-06-2018,IOTBU,IE4000,IE-4010-16S12P,Q4 FY2008,JUN FY2008,219,6,2008,4,2008-06-01
01-05-2018,IOTBU,IE4000,IE-4010-16S12P,Q4 FY2008,MAY FY2008,120,5,2008,4,2008-05-01
01-07-2019,IOTBU,IE4000,IE-4010-16S12P,Q4 FY2007,JUL FY2007,1156,7,2007,4,2007-07-01
01-06-2019,IOTBU,IE4000,IE-4010-16S12P,Q4 FY2007,JUN FY2007,380,6,2007,4,2007-06-01
01-05-2019,IOTBU,IE4000,IE-4010-16S12P,Q4 FY2007,MAY FY2007,321,5,2007,4,2007-05-01
01-07-2020,IOTBU,IE4000,IE-4010-16S12P,Q4 FY2011,JUL FY2011,782,7,2011,4,2011-07-01
01-06-2020,IOTBU,IE4000,IE-4010-16S12P,Q4 FY2011,JUN FY2011,465,6,2011,4,2011-06-01
01-05-2020,IOTBU,IE4000,IE-4010-16S12P,Q4 FY2011,MAY FY2011,354,5,2011,4,2011-05-01
01-07-2021,IOTBU,IE4000,IE-4010-16S12P,Q4 FY2012,JUL FY2012,1676,7,2012,4,2012-07-01
01-06-2021,IOTBU,IE4000,IE-4010-16S12P,Q4 FY2012,JUN FY2012,861,6,2012,4,2012-06-01
01-05-2021,IOTBU,IE4000,IE-4010-16S12P,Q4 FY2012,MAY FY2012,520,5,2012,4,2012-05-01
