Booking_Date,Business Unit,Product Family,PLID,Fiscal Quarter,Fiscal Month,Booked_Qty,month,Year,Quater,Fiscal_Date
01-12-2021,ERBU,A9K9000,A9K-8X100GE-TR,Q2 FY2012,DEC FY2012,8,12,2012,2,2012-12-01
01-01-2021,ERBU,A9K9000,A9K-8X100GE-TR,Q2 FY2012,JAN FY2012,35,1,2012,2,2012-01-01
01-11-2021,ERBU,A9K9000,A9K-8X100GE-TR,Q2 FY2012,NOV FY2012,37,11,2012,2,2012-11-01
01-12-2022,ERBU,A9K9000,A9K-8X100GE-TR,Q2 FY2022,DEC FY2022,146,12,2022,2,2022-12-01
01-01-2022,ERBU,A9K9000,A9K-8X100GE-TR,Q2 FY2022,JAN FY2022,30,1,2022,2,2022-01-01
01-11-2022,ERBU,A9K9000,A9K-8X100GE-TR,Q2 FY2022,NOV FY2022,106,11,2022,2,2022-11-01
01-04-2015,ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2015,APR FY2015,63,4,2015,3,2015-04-01
01-04-2016,ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2022,APR FY2022,138,4,2022,3,2022-04-01
01-02-2016,ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2022,FEB FY2022,152,2,2022,3,2022-02-01
01-03-2016,ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2022,MAR FY2022,42,3,2022,3,2022-03-01
01-04-2017,ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2002,APR FY2002,172,4,2002,3,2002-04-01
01-02-2017,ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2002,FEB FY2002,54,2,2002,3,2002-02-01
01-03-2017,ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2002,MAR FY2002,99,3,2002,3,2002-03-01
01-04-2018,ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2008,APR FY2008,162,4,2008,3,2008-04-01
01-02-2018,ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2008,FEB FY2008,94,2,2008,3,2008-02-01
01-03-2018,ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2008,MAR FY2008,95,3,2008,3,2008-03-01
01-04-2019,ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2007,APR FY2007,71,4,2007,3,2007-04-01
01-02-2019,ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2007,FEB FY2007,13,2,2007,3,2007-02-01
01-03-2019,ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2007,MAR FY2007,87,3,2007,3,2007-03-01
01-04-2020,ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2011,APR FY2011,110,4,2011,3,2011-04-01
01-02-2020,ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2011,FEB FY2011,55,2,2011,3,2011-02-01
01-03-2020,ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2011,MAR FY2011,51,3,2011,3,2011-03-01
01-04-2021,ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2012,APR FY2012,176,4,2012,3,2012-04-01
01-02-2021,ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2012,FEB FY2012,53,2,2012,3,2012-02-01
01-03-2021,ERBU,A9K9000,A9K-8X100GE-TR,Q3 FY2012,MAR FY2012,26,3,2012,3,2012-03-01
01-07-2015,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2015,JUL FY2015,26,7,2015,4,2015-07-01
01-06-2015,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2015,JUN FY2015,222,6,2015,4,2015-06-01
01-05-2015,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2015,MAY FY2015,3,5,2015,4,2015-05-01
01-07-2016,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2022,JUL FY2022,128,7,2022,4,2022-07-01
01-06-2016,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2022,JUN FY2022,26,6,2022,4,2022-06-01
01-05-2016,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2022,MAY FY2022,82,5,2022,4,2022-05-01
01-07-2017,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2002,JUL FY2002,110,7,2002,4,2002-07-01
01-06-2017,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2002,JUN FY2002,38,6,2002,4,2002-06-01
01-05-2017,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2002,MAY FY2002,62,5,2002,4,2002-05-01
01-07-2018,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2008,JUL FY2008,86,7,2008,4,2008-07-01
01-06-2018,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2008,JUN FY2008,72,6,2008,4,2008-06-01
01-05-2018,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2008,MAY FY2008,80,5,2008,4,2008-05-01
01-07-2019,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2007,JUL FY2007,71,7,2007,4,2007-07-01
01-06-2019,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2007,JUN FY2007,21,6,2007,4,2007-06-01
01-05-2019,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2007,MAY FY2007,90,5,2007,4,2007-05-01
01-07-2020,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2011,JUL FY2011,13,7,2011,4,2011-07-01
01-06-2020,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2011,JUN FY2011,62,6,2011,4,2011-06-01
01-05-2020,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2011,MAY FY2011,24,5,2011,4,2011-05-01
01-07-2021,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2012,JUL FY2012,56,7,2012,4,2012-07-01
01-06-2021,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2012,JUN FY2012,48,6,2012,4,2012-06-01
01-05-2021,ERBU,A9K9000,A9K-8X100GE-TR,Q4 FY2012,MAY FY2012,36,5,2012,4,2012-05-01
