Booking_Date,Business Unit,Product Family,PLID,Fiscal Quarter,Fiscal Month,Booked_Qty,month,Year,Quater,Fiscal_Date
01-12-2022,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q2 FY2022,DEC FY2022,10,12,2022,2,2022-12-01
01-01-2022,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q2 FY2022,JAN FY2022,214,1,2022,2,2022-01-01
01-11-2022,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q2 FY2022,NOV FY2022,132,11,2022,2,2022-11-01
01-04-2019,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q3 FY2007,APR FY2007,2,4,2007,3,2007-04-01
01-02-2019,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q3 FY2007,FEB FY2007,2,2,2007,3,2007-02-01
01-04-2020,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q3 FY2011,APR FY2011,20,4,2011,3,2011-04-01
01-02-2020,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q3 FY2011,FEB FY2011,6,2,2011,3,2011-02-01
01-03-2020,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q3 FY2011,MAR FY2011,18,3,2011,3,2011-03-01
01-04-2021,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q3 FY2012,APR FY2012,110,4,2012,3,2012-04-01
01-02-2021,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q3 FY2012,FEB FY2012,28,2,2012,3,2012-02-01
01-03-2021,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q3 FY2012,MAR FY2012,217,3,2012,3,2012-03-01
01-07-2018,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2008,JUL FY2008,14,7,2008,4,2008-07-01
01-07-2019,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2007,JUL FY2007,10,7,2007,4,2007-07-01
01-06-2019,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2007,JUN FY2007,2,6,2007,4,2007-06-01
01-05-2019,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2007,MAY FY2007,10,5,2007,4,2007-05-01
01-07-2020,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2011,JUL FY2011,41,7,2011,4,2011-07-01
01-06-2020,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2011,JUN FY2011,28,6,2011,4,2011-06-01
01-05-2020,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2011,MAY FY2011,5,5,2011,4,2011-05-01
01-07-2021,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2012,JUL FY2012,47,7,2012,4,2012-07-01
01-06-2021,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2012,JUN FY2012,47,6,2012,4,2012-06-01
01-05-2021,CRBU,NCS55FC,NCS-55A1-36H-SYS,Q4 FY2012,MAY FY2012,322,5,2012,4,2012-05-01
