Booking_Date,Business Unit,Product Family,PLID,Fiscal Quarter,Fiscal Month,Booked_Qty,month,Year,Quater,Fiscal_Date
01-01-2019,CSA,HXSSD,HX-SD38T61X-EV,Q2 FY2007,JAN FY2007,2870,1,2007,2,2007-01-01
01-11-2019,CSA,HXSSD,HX-SD38T61X-EV,Q2 FY2007,NOV FY2007,2399,11,2007,2,2007-11-01
01-12-2020,CSA,HXSSD,HX-SD38T61X-EV,Q2 FY2011,DEC FY2011,1953,12,2011,2,2011-12-01
01-01-2020,CSA,HXSSD,HX-SD38T61X-EV,Q2 FY2011,JAN FY2011,4684,1,2011,2,2011-01-01
01-11-2020,CSA,HXSSD,HX-SD38T61X-EV,Q2 FY2011,NOV FY2011,3245,11,2011,2,2011-11-01
01-12-2021,CSA,HXSSD,HX-SD38T61X-EV,Q2 FY2012,DEC FY2012,1280,12,2012,2,2012-12-01
01-01-2021,CSA,HXSSD,HX-SD38T61X-EV,Q2 FY2012,JAN FY2012,1590,1,2012,2,2012-01-01
01-11-2021,CSA,HXSSD,HX-SD38T61X-EV,Q2 FY2012,NOV FY2012,2133,11,2012,2,2012-11-01
01-12-2022,CSA,HXSSD,HX-SD38T61X-EV,Q2 FY2022,DEC FY2022,1485,12,2022,2,2022-12-01
01-01-2022,CSA,HXSSD,HX-SD38T61X-EV,Q2 FY2022,JAN FY2022,1643,1,2022,2,2022-01-01
01-11-2022,CSA,HXSSD,HX-SD38T61X-EV,Q2 FY2022,NOV FY2022,2098,11,2022,2,2022-11-01
01-04-2018,CSA,HXSSD,HX-SD38T61X-EV,Q3 FY2008,APR FY2008,2617,4,2008,3,2008-04-01
01-02-2018,CSA,HXSSD,HX-SD38T61X-EV,Q3 FY2008,FEB FY2008,1418,2,2008,3,2008-02-01
01-03-2018,CSA,HXSSD,HX-SD38T61X-EV,Q3 FY2008,MAR FY2008,683,3,2008,3,2008-03-01
01-04-2019,CSA,HXSSD,HX-SD38T61X-EV,Q3 FY2007,APR FY2007,7024,4,2007,3,2007-04-01
01-02-2019,CSA,HXSSD,HX-SD38T61X-EV,Q3 FY2007,FEB FY2007,914,2,2007,3,2007-02-01
01-03-2019,CSA,HXSSD,HX-SD38T61X-EV,Q3 FY2007,MAR FY2007,2148,3,2007,3,2007-03-01
01-04-2020,CSA,HXSSD,HX-SD38T61X-EV,Q3 FY2011,APR FY2011,2424,4,2011,3,2011-04-01
01-02-2020,CSA,HXSSD,HX-SD38T61X-EV,Q3 FY2011,FEB FY2011,1542,2,2011,3,2011-02-01
01-03-2020,CSA,HXSSD,HX-SD38T61X-EV,Q3 FY2011,MAR FY2011,2419,3,2011,3,2011-03-01
01-04-2021,CSA,HXSSD,HX-SD38T61X-EV,Q3 FY2012,APR FY2012,1905,4,2012,3,2012-04-01
01-02-2021,CSA,HXSSD,HX-SD38T61X-EV,Q3 FY2012,FEB FY2012,923,2,2012,3,2012-02-01
01-03-2021,CSA,HXSSD,HX-SD38T61X-EV,Q3 FY2012,MAR FY2012,1992,3,2012,3,2012-03-01
01-07-2017,CSA,HXSSD,HX-SD38T61X-EV,Q4 FY2002,JUL FY2002,154,7,2002,4,2002-07-01
01-07-2018,CSA,HXSSD,HX-SD38T61X-EV,Q4 FY2008,JUL FY2008,2622,7,2008,4,2008-07-01
01-06-2018,CSA,HXSSD,HX-SD38T61X-EV,Q4 FY2008,JUN FY2008,1487,6,2008,4,2008-06-01
01-05-2018,CSA,HXSSD,HX-SD38T61X-EV,Q4 FY2008,MAY FY2008,650,5,2008,4,2008-05-01
01-07-2019,CSA,HXSSD,HX-SD38T61X-EV,Q4 FY2007,JUL FY2007,8237,7,2007,4,2007-07-01
01-06-2019,CSA,HXSSD,HX-SD38T61X-EV,Q4 FY2007,JUN FY2007,3521,6,2007,4,2007-06-01
01-05-2019,CSA,HXSSD,HX-SD38T61X-EV,Q4 FY2007,MAY FY2007,2637,5,2007,4,2007-05-01
01-07-2020,CSA,HXSSD,HX-SD38T61X-EV,Q4 FY2011,JUL FY2011,4903,7,2011,4,2011-07-01
01-06-2020,CSA,HXSSD,HX-SD38T61X-EV,Q4 FY2011,JUN FY2011,2318,6,2011,4,2011-06-01
01-05-2020,CSA,HXSSD,HX-SD38T61X-EV,Q4 FY2011,MAY FY2011,3296,5,2011,4,2011-05-01
01-07-2021,CSA,HXSSD,HX-SD38T61X-EV,Q4 FY2012,JUL FY2012,3044,7,2012,4,2012-07-01
01-06-2021,CSA,HXSSD,HX-SD38T61X-EV,Q4 FY2012,JUN FY2012,1398,6,2012,4,2012-06-01
01-05-2021,CSA,HXSSD,HX-SD38T61X-EV,Q4 FY2012,MAY FY2012,1694,5,2012,4,2012-05-01
